Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Gender,Exam_Score
23,88,Medium,Medium,8,70,Female,70
24,95,Medium,High,7,71,Male,74
34,92,High,Medium,7,68,Female,75
33,74,Medium,Medium,6,88,Male,71
16,91,High,High,6,92,Male,71
30,70,Medium,Medium,9,57,Female,65
22,73,Low,Medium,6,58,Male,65
23,64,Medium,High,4,71,Male,65
10,97,Medium,Medium,6,66,Female,67
19,72,Medium,Medium,8,91,Male,67
15,81,Medium,Medium,7,100,Male,67
25,76,High,High,8,59,Female,71
26,98,High,Low,4,88,Female,72
8,73,Medium,High,4,80,Male,62
20,91,High,Low,7,82,Male,70
27,94,Medium,High,9,63,Female,72
19,77,Low,Medium,4,55,Male,64
24,75,High,Low,8,77,Male,66
22,90,Low,Medium,9,81,Male,69
22,97,High,Medium,7,98,Female,71
18,90,Medium,Low,8,84,Male,68
13,69,Medium,Medium,7,72,Female,63
13,96,Medium,High,7,100,Male,71
24,76,High,Low,8,69,Male,65
20,83,Low,High,10,58,Female,66
19,93,Low,Low,6,81,Female,68
17,68,Medium,Medium,7,63,Male,61
18,91,Low,High,6,96,Male,71
26,84,Medium,High,7,71,Female,70
18,96,High,Low,7,57,Female,66
12,67,High,Medium,9,57,Male,61
24,77,High,Low,9,82,Male,67
19,93,High,Medium,8,68,Female,72
20,61,High,High,9,68,Female,65
30,64,High,Medium,6,81,Female,68
20,100,Low,Medium,6,61,Male,70
22,71,Medium,Low,8,57,Male,63
13,99,High,Low,7,83,Female,69
19,67,Medium,Low,10,50,Male,62
24,74,High,High,4,95,Female,71
11,90,Low,Low,8,59,Male,64
21,86,High,Medium,8,72,Male,69
21,83,Medium,High,6,61,Male,71
20,81,Low,Medium,6,61,Female,63
26,94,Low,High,6,92,Female,72
22,69,Medium,Medium,5,79,Male,66
29,78,High,Medium,9,66,Male,69
14,66,Medium,Medium,10,63,Male,60
21,84,High,High,6,61,Female,68
21,70,Medium,High,6,78,Male,65
14,73,High,Medium,5,87,Female,67
26,79,Medium,Low,5,63,Male,66
34,61,Medium,Medium,6,67,Male,68
20,64,Low,Medium,9,86,Female,63
23,87,High,High,10,87,Male,73
21,77,Medium,Medium,6,60,Male,66
16,95,Low,Medium,6,69,Male,67
9,88,Low,Medium,5,93,Male,66
16,60,Medium,Low,8,87,Male,60
12,85,High,High,8,58,Male,67
30,64,Medium,Medium,7,69,Female,67
19,91,Medium,Medium,6,99,Female,70
18,100,High,Low,9,76,Female,69
25,81,Medium,Low,8,86,Male,68
13,87,High,Low,8,55,Female,67
15,69,Medium,High,8,92,Male,63
20,78,High,Medium,7,80,Male,70
26,94,Low,Medium,6,59,Female,71
23,67,High,High,8,69,Female,67
21,71,Medium,Medium,8,54,Male,64
20,78,Low,Medium,8,89,Female,66
22,88,Medium,Medium,5,87,Male,70
21,75,Medium,Low,8,75,Male,65
14,97,Low,Medium,7,73,Male,68
20,64,Medium,Low,6,73,Female,65
14,75,High,Medium,8,52,Male,65
20,88,Medium,Medium,7,68,Female,69
17,69,Medium,Medium,10,56,Female,63
35,86,Low,Medium,8,59,Female,70
20,67,Low,Low,7,98,Male,64
12,62,Medium,High,7,63,Female,62
19,65,High,High,5,74,Female,66
23,97,High,Low,9,94,Male,73
30,82,Medium,High,7,71,Female,72
16,92,Medium,Medium,7,76,Male,68
11,73,Medium,High,5,58,Male,62
25,84,Medium,Low,8,64,Male,67
12,80,Medium,Low,6,75,Male,62
17,98,High,High,6,68,Male,72
18,90,Low,High,7,52,Male,67
20,89,High,Medium,6,70,Female,68
24,62,Low,High,6,91,Female,65
16,82,Medium,Medium,7,56,Female,79
18,79,High,Low,9,51,Male,66
20,97,Medium,Medium,8,56,Female,68
21,70,Low,Low,8,84,Male,65
21,71,Medium,High,8,90,Female,67
23,76,Medium,High,6,52,Male,67
25,70,Low,Medium,9,94,Male,67
22,65,Medium,Medium,4,81,Female,68
23,94,Medium,High,8,76,Male,72
11,82,High,Medium,8,63,Male,65
20,94,Low,Medium,7,69,Female,65
23,93,Medium,Medium,6,97,Male,70
24,71,Medium,Medium,7,96,Male,67
16,82,Medium,High,6,81,Male,68
16,63,Medium,Medium,8,79,Male,63
17,97,Medium,Medium,8,61,Male,68
23,76,Medium,High,8,98,Female,69
26,76,Low,Low,8,88,Male,66
18,72,High,Medium,8,69,Female,64
25,78,High,Low,8,91,Male,69
21,70,Low,Medium,6,61,Male,62
19,75,Medium,High,5,61,Female,65
19,92,Medium,Medium,7,90,Female,70
24,93,Low,High,8,78,Female,72
22,72,Medium,Medium,5,78,Female,66
34,79,High,Low,7,79,Male,70
15,95,Medium,Medium,9,56,Male,67
23,62,High,High,7,67,Female,65
17,96,Medium,Low,9,79,Male,68
15,69,Low,Medium,9,62,Male,62
20,87,Low,Medium,7,75,Male,68
21,83,High,Medium,6,78,Female,69
38,82,Medium,Low,6,97,Male,72
19,94,Low,Medium,7,62,Male,65
13,64,Medium,High,5,72,Male,63
22,74,High,High,5,99,Female,68
8,82,High,Low,4,59,Male,62
19,92,Medium,Medium,7,89,Male,69
20,69,Medium,Low,10,59,Female,65
25,92,High,Medium,4,93,Female,74
26,76,High,Low,7,74,Female,70
17,68,Medium,Low,7,99,Female,65
19,90,High,High,7,59,Male,70
15,64,Low,Low,9,84,Male,59
13,81,Low,Medium,6,85,Male,63
22,63,Low,High,4,86,Female,64
12,74,Low,High,6,55,Male,63
18,84,High,Low,6,64,Female,67
14,82,Medium,Medium,4,67,Female,65
23,76,Medium,Medium,7,66,Male,67
31,77,High,Medium,5,84,Male,73
12,69,High,High,7,53,Male,64
9,78,Low,High,6,87,Male,65
19,98,Medium,High,5,76,Male,72
20,94,High,Medium,8,59,Female,72
21,66,High,Medium,7,61,Male,66
17,61,High,Medium,7,55,Male,62
19,97,Low,Medium,8,73,Male,68
22,81,Medium,Low,7,80,Female,67
26,82,High,Low,7,79,Female,69
8,91,High,Low,6,98,Female,67
18,73,Medium,Medium,5,65,Female,63
21,79,Low,Medium,7,88,Male,65
14,99,High,Medium,6,86,Male,71
30,87,Medium,Medium,8,53,Male,70
16,66,Medium,Medium,7,97,Male,68
20,65,Medium,Medium,8,97,Female,65
23,68,Medium,High,6,70,Male,68
16,91,Medium,Medium,5,71,Male,69
9,72,Medium,High,10,91,Female,62
17,61,Low,High,7,75,Female,62
26,98,High,Low,8,90,Female,72
18,67,High,Medium,5,52,Male,64
15,60,High,Medium,7,63,Female,58
26,69,High,Medium,9,55,Male,66
18,69,Medium,Low,5,73,Male,64
17,77,Medium,High,10,93,Female,68
21,97,Low,Low,7,78,Female,69
25,95,Low,High,6,76,Male,71
34,78,Medium,High,8,68,Male,71
25,76,Medium,Medium,9,53,Male,67
27,82,High,Low,6,88,Male,71
17,70,Medium,Medium,6,79,Female,64
14,62,Medium,Medium,7,97,Male,62
20,98,Medium,Medium,8,72,Female,70
21,67,Low,High,7,70,Female,63
14,68,High,Medium,8,99,Female,66
19,79,Medium,Medium,8,57,Male,65
22,80,Medium,High,7,63,Male,69
22,61,High,Low,6,74,Male,63
23,66,Medium,Medium,7,76,Male,64
22,75,Medium,Medium,10,77,Male,66
17,87,Medium,Medium,7,61,Female,67
17,69,High,High,9,96,Male,66
13,77,Low,High,6,85,Female,65
31,82,High,Medium,7,63,Male,72
20,96,High,Medium,8,65,Female,70
19,73,Medium,Medium,9,94,Female,67
14,65,Medium,High,9,69,Male,64
38,80,High,Medium,5,78,Female,72
14,90,Medium,Medium,9,56,Female,65
17,64,High,Low,10,63,Female,62
22,77,Medium,High,6,71,Female,67
24,61,Medium,Medium,6,83,Male,64
26,61,Medium,Medium,7,64,Male,63
31,79,Medium,High,7,98,Male,72
23,72,Low,Medium,6,61,Male,66
14,94,High,Medium,5,89,Female,70
18,84,Medium,Low,9,68,Female,66
22,78,High,High,6,92,Male,70
32,76,Low,Low,6,96,Female,67
12,80,Medium,Medium,7,59,Female,64
27,62,High,Medium,5,75,Male,67
21,96,High,High,5,58,Male,72
25,100,High,Low,6,85,Male,72
19,67,High,Medium,8,92,Female,68
15,65,Medium,Medium,7,69,Female,64
25,66,High,Medium,4,70,Male,66
24,86,Low,High,9,60,Male,68
26,86,Low,Low,8,65,Female,66
20,94,Low,High,7,66,Female,70
16,90,High,High,7,58,Female,70
11,78,Low,High,8,65,Female,62
25,85,Low,Medium,10,95,Male,69
23,88,Medium,Medium,8,66,Male,69
14,81,Medium,Medium,7,64,Male,66
17,79,High,High,5,69,Female,68
17,86,Medium,High,7,98,Male,71
11,82,Medium,Medium,8,88,Female,64
15,86,Low,High,7,60,Male,67
13,85,Medium,High,6,88,Female,68
18,89,Low,High,8,88,Male,67
16,86,Medium,Medium,6,98,Male,68
10,81,Medium,High,8,95,Female,69
32,87,Medium,High,6,55,Male,71
28,78,High,Low,4,73,Female,68
15,70,High,High,6,85,Male,65
22,60,Low,Medium,7,99,Male,63
23,82,Low,Medium,8,54,Female,65
27,84,High,High,8,68,Female,72
15,99,Low,Medium,5,75,Male,67
27,74,Medium,High,7,71,Female,69
17,76,Medium,Medium,6,73,Male,67
12,68,High,Medium,6,68,Male,64
24,63,Medium,Low,6,99,Female,62
28,91,Low,Medium,7,90,Male,71
36,70,Low,High,10,87,Male,70
13,84,Low,Medium,10,71,Male,64
24,88,Medium,Medium,6,94,Male,69
18,79,Medium,Medium,7,55,Female,65
25,95,High,High,7,57,Female,73
11,78,Medium,Low,7,98,Female,64
12,71,Medium,High,8,78,Female,64
15,96,Medium,Medium,7,58,Male,70
20,94,Low,Low,6,97,Male,70
16,67,High,High,9,99,Male,64
24,61,Low,Medium,5,94,Female,64
26,64,Medium,Medium,7,62,Male,66
24,71,Low,High,5,64,Male,66
30,99,Medium,Medium,5,70,Female,74
22,82,High,High,8,79,Female,69
13,75,Low,High,6,100,Male,67
28,96,Medium,Medium,4,98,Male,73
16,78,Low,Medium,6,96,Female,66
25,73,High,Medium,6,54,Female,67
29,98,Medium,High,5,88,Male,75
23,94,Medium,High,8,94,Male,73
11,94,Medium,Medium,5,67,Female,67
14,80,High,Low,6,61,Female,65
28,92,Medium,Medium,7,87,Female,71
19,67,Medium,Medium,6,55,Male,63
20,83,Medium,Low,6,97,Female,68
25,99,Medium,High,6,58,Male,72
24,72,Low,High,5,73,Male,67
22,92,Medium,High,6,99,Female,71
19,80,Low,Low,8,99,Male,67
18,62,Medium,High,6,89,Female,66
25,91,Medium,High,7,92,Male,72
23,67,Low,Low,9,98,Female,64
18,85,Medium,Medium,8,96,Male,68
26,63,High,High,5,81,Female,65
19,98,Medium,High,8,87,Male,74
15,72,Medium,Low,9,80,Female,65
15,69,High,Low,6,75,Female,63
14,65,Medium,Medium,5,94,Male,65
18,98,Low,High,6,87,Male,70
27,88,Medium,High,7,93,Male,71
15,90,Medium,Medium,8,55,Female,66
21,80,Medium,Medium,6,79,Male,69
16,79,Medium,High,4,66,Male,67
18,64,Medium,High,5,76,Male,64
11,82,High,High,8,81,Female,67
19,70,Medium,High,10,92,Male,67
19,99,High,Medium,7,52,Male,70
23,92,High,High,9,58,Female,71
21,77,Medium,Low,5,96,Female,68
13,66,High,High,6,98,Male,65
27,91,Medium,Medium,4,53,Female,70
21,65,Medium,High,8,67,Female,64
21,68,High,High,6,50,Male,67
20,68,Low,Low,8,88,Male,63
17,82,Medium,Low,6,84,Female,65
21,91,Medium,Medium,10,78,Male,70
23,73,Medium,High,10,85,Male,67
10,63,Medium,High,4,77,Male,60
17,79,Low,High,8,62,Female,64
18,90,Low,Medium,6,88,Female,65
22,69,Medium,Medium,8,89,Female,64
27,69,Medium,Low,5,93,Male,67
15,98,Medium,Medium,9,98,Female,71
17,98,Medium,Medium,9,87,Female,69
17,100,Medium,High,5,53,Male,70
15,92,Medium,Medium,7,51,Female,69
18,68,High,High,7,87,Male,69
25,68,Low,Medium,8,53,Female,64
14,74,Low,Medium,7,66,Male,63
23,73,High,Medium,8,57,Male,67
10,98,Medium,Medium,7,98,Female,66
17,92,Medium,High,8,66,Female,69
18,89,Medium,Medium,5,53,Male,69
30,67,Medium,Medium,7,97,Male,69
18,96,Medium,High,9,80,Male,72
7,93,High,High,9,52,Female,65
8,67,Medium,Medium,7,92,Male,63
20,95,Medium,Medium,7,58,Male,69
24,71,High,Medium,9,90,Male,69
22,63,Medium,Low,7,80,Female,64
21,86,Medium,Low,9,59,Male,69
27,86,Medium,High,7,88,Male,72
17,64,Medium,Low,7,73,Male,62
25,73,High,Medium,5,82,Male,66
10,100,Low,Medium,5,93,Female,65
15,87,High,High,8,63,Female,69
9,89,Medium,Low,10,68,Female,65
18,69,High,Medium,7,100,Male,67
20,63,Low,Medium,7,75,Female,63
21,71,High,Medium,9,78,Male,66
20,70,Low,Medium,8,64,Male,61
14,69,High,Medium,4,71,Female,64
19,68,Medium,Low,8,75,Male,64
11,83,Medium,Medium,5,63,Male,65
28,73,Medium,Low,7,62,Female,68
18,93,Low,High,6,80,Male,69
17,67,Medium,Medium,6,59,Female,61
30,79,Medium,High,7,78,Female,72
13,61,Medium,Low,8,85,Male,61
13,79,High,High,7,60,Male,66
13,62,Low,Medium,9,87,Male,60
20,99,Medium,Low,9,68,Male,69
23,92,Medium,High,9,100,Male,72
24,80,Medium,High,7,99,Female,69
35,63,High,High,6,90,Male,71
7,84,Medium,High,7,67,Male,64
24,90,Low,Low,9,97,Male,71
17,68,Low,Medium,9,100,Male,64
16,83,Medium,Medium,4,73,Female,67
16,93,Medium,Low,7,81,Male,67
15,91,Low,High,4,50,Female,66
30,92,Low,Medium,7,52,Male,73
25,95,Medium,High,6,75,Male,73
20,98,Medium,Medium,6,80,Male,70
28,76,Low,Medium,8,66,Male,70
11,83,Medium,Low,6,55,Female,62
12,92,High,Low,7,89,Male,68
7,88,High,High,6,71,Female,65
16,100,High,High,7,82,Male,73
21,61,High,Medium,8,83,Female,65
21,74,Medium,High,6,77,Male,66
21,71,Low,Medium,8,59,Male,64
12,70,Medium,High,7,81,Male,63
25,69,Medium,Medium,7,66,Male,62
21,88,High,Medium,6,91,Female,70
24,63,Medium,Medium,8,60,Male,65
9,90,Medium,Medium,8,65,Male,64
22,88,Medium,Medium,7,72,Male,70
13,70,Medium,Medium,7,87,Male,62
18,70,Medium,Medium,8,86,Female,67
23,85,Medium,Low,8,67,Female,66
21,90,High,High,7,76,Female,74
15,95,Medium,High,9,62,Male,69
20,94,Medium,High,8,89,Female,70
11,99,Medium,Medium,10,60,Female,68
27,83,Medium,Low,5,91,Male,70
19,96,Medium,Medium,8,97,Male,71
27,92,Medium,Low,9,100,Female,73
17,96,Medium,Medium,9,93,Male,69
17,60,Low,Low,7,61,Female,61
15,99,Medium,Medium,5,71,Male,68
25,79,Medium,Low,9,54,Male,66
16,92,High,Low,6,58,Female,67
24,65,Low,High,7,52,Female,64
18,76,Low,High,10,82,Male,67
8,71,High,Medium,5,77,Female,61
17,72,Low,Medium,8,96,Male,65
13,65,Low,High,6,73,Female,62
20,92,Low,High,6,82,Female,69
13,60,High,High,7,70,Female,61
26,73,High,Medium,8,91,Male,69
19,67,Medium,Low,8,96,Male,64
19,84,Medium,Low,9,72,Female,65
24,70,Medium,High,6,54,Female,64
26,70,High,High,5,58,Male,68
20,80,Low,Medium,6,86,Female,67
15,86,High,Medium,8,66,Male,68
9,65,Low,Medium,7,89,Male,61
16,67,Medium,High,4,87,Male,69
16,70,Low,High,4,85,Male,64
21,99,High,Medium,7,91,Male,74
18,76,Medium,Medium,8,88,Female,66
24,84,Medium,Medium,6,82,Male,68
16,70,Medium,High,8,50,Male,65
20,80,Medium,High,5,76,Female,66
27,63,High,Low,7,80,Female,66
22,61,Medium,Low,7,98,Female,65
20,79,Medium,Medium,8,83,Male,67
16,76,Low,Medium,5,79,Female,65
16,65,Medium,Medium,5,77,Male,63
15,88,High,Medium,8,55,Male,67
17,100,Medium,High,5,71,Male,70
25,76,High,High,6,57,Male,68
19,85,Medium,Medium,9,53,Male,66
12,99,Medium,Medium,7,66,Female,67
31,93,Medium,Low,8,82,Male,72
22,79,High,High,8,93,Female,68
12,89,Medium,High,8,91,Male,66
17,65,Medium,Medium,7,65,Male,62
21,80,High,Low,6,52,Male,65
30,71,High,Low,10,70,Female,67
13,66,Medium,Medium,7,66,Female,62
26,77,Medium,Low,7,69,Female,66
28,65,Medium,Medium,8,78,Female,67
16,88,Medium,Medium,6,52,Female,68
18,78,Medium,Medium,6,69,Female,66
14,81,High,High,9,78,Female,68
19,66,Low,Medium,6,72,Male,62
20,66,Medium,High,8,83,Male,64
24,83,High,Low,8,59,Male,68
27,99,Low,Low,7,58,Male,71
16,64,Medium,Medium,7,65,Male,63
8,71,High,Medium,8,55,Male,62
20,95,High,Low,7,62,Male,69
22,63,Medium,Medium,4,54,Male,62
21,95,Low,Medium,9,70,Female,71
18,81,Low,High,6,86,Male,69
21,76,Medium,Medium,7,64,Male,66
29,72,Low,Medium,5,50,Female,64
22,72,Low,High,6,78,Male,65
18,72,High,High,6,85,Male,68
17,95,High,Medium,7,70,Male,69
19,89,High,Medium,6,65,Male,68
30,87,Low,Medium,10,75,Male,71
19,92,Low,Medium,7,55,Male,66
20,70,High,Low,8,82,Male,65
17,85,High,Medium,7,87,Female,68
27,78,High,High,8,85,Male,72
32,91,High,Medium,4,66,Female,75
23,72,High,Low,6,92,Male,67
20,86,Medium,Medium,6,97,Male,67
20,95,Medium,Medium,6,65,Female,70
6,76,Medium,Medium,8,63,Male,64
24,63,Medium,Medium,8,85,Female,65
21,81,Medium,Medium,7,85,Male,68
23,74,High,High,7,76,Female,67
16,87,Low,Medium,10,96,Male,66
18,98,High,Medium,7,57,Male,69
18,79,Low,High,4,74,Female,64
26,79,Medium,High,8,52,Female,68
18,86,High,Medium,8,53,Male,68
32,64,Low,High,9,53,Female,65
23,70,Medium,Medium,8,75,Male,65
12,97,Low,Medium,6,79,Male,65
19,87,High,Medium,8,50,Female,67
16,61,High,Medium,7,82,Female,63
7,68,High,Medium,9,74,Female,62
30,87,High,Medium,9,61,Male,73
24,91,High,High,7,51,Male,72
23,94,Low,Medium,8,58,Female,71
21,72,Medium,Medium,9,80,Male,67
12,97,Medium,Low,7,83,Male,66
17,82,Medium,High,10,82,Male,68
25,88,High,High,9,58,Male,70
14,84,Medium,Medium,6,96,Male,66
5,65,Low,High,7,71,Male,56
19,99,Medium,High,8,88,Female,71
19,65,Low,High,10,58,Female,64
21,70,Medium,Medium,8,74,Male,65
24,93,Medium,Medium,7,76,Male,70
24,85,High,Low,9,89,Male,70
22,94,Low,High,7,81,Male,71
27,81,High,High,6,70,Female,70
11,75,Low,High,8,64,Female,62
23,97,Medium,Medium,6,99,Female,72
24,61,Medium,Medium,10,64,Female,62
13,94,Low,Medium,7,56,Male,67
11,69,Low,Medium,8,65,Male,58
16,94,Low,Medium,6,66,Female,69
16,66,Medium,Low,9,56,Female,60
25,83,High,High,7,85,Male,72
16,96,Medium,Medium,7,81,Male,66
15,79,Medium,High,7,66,Female,66
16,90,Medium,High,5,100,Male,69
27,92,Low,Medium,7,83,Female,70
20,89,Low,Medium,8,85,Female,70
19,97,High,High,5,78,Male,70
19,78,Low,High,9,78,Female,67
28,67,High,Medium,7,51,Female,67
16,62,Low,Low,7,89,Female,59
28,70,Medium,Medium,4,96,Male,67
21,66,High,Medium,7,56,Male,65
19,82,Medium,Medium,5,90,Male,68
35,67,High,High,6,77,Male,71
14,62,Medium,Medium,5,64,Male,61
18,61,Medium,Medium,6,96,Male,63
13,93,Medium,High,7,51,Female,67
26,84,High,Medium,7,64,Male,69
30,74,Medium,High,8,94,Male,70
30,96,Medium,Low,4,74,Male,69
27,63,High,Medium,7,80,Female,66
19,99,Medium,Low,7,87,Female,70
18,85,Medium,Medium,6,57,Male,67
10,67,High,High,6,61,Female,61
32,87,Medium,High,9,100,Male,74
23,91,Medium,High,10,62,Male,70
17,77,High,Medium,4,77,Female,66
28,94,Medium,High,6,65,Female,73
14,66,Medium,Medium,5,93,Male,62
22,71,Medium,Low,7,98,Female,65
19,64,High,Medium,9,57,Female,62
24,68,Low,Medium,8,80,Male,64
20,70,Medium,Medium,7,91,Male,63
11,97,Medium,Medium,7,91,Male,69
20,63,Medium,Medium,7,72,Male,63
26,77,Medium,Medium,8,61,Male,67
20,81,Medium,Low,8,69,Female,65
25,96,Medium,High,8,88,Male,71
14,100,Medium,Medium,4,100,Female,71
20,90,Medium,Medium,7,78,Male,69
16,99,Medium,High,7,60,Male,71
24,91,Low,Medium,8,52,Male,68
20,99,Low,Medium,7,97,Male,70
24,88,Medium,High,8,74,Male,71
27,63,Medium,Medium,6,86,Female,68
24,76,Low,High,8,83,Female,69
22,86,Medium,Medium,9,95,Male,71
14,74,High,Medium,5,63,Female,63
20,71,Low,Medium,5,72,Male,66
17,83,Medium,Medium,8,96,Male,67
18,97,High,Low,7,79,Male,71
18,61,Low,Low,9,54,Female,59
14,91,High,Medium,7,60,Male,67
8,89,High,High,8,62,Male,66
16,99,Low,High,6,100,Female,72
21,97,High,High,8,61,Female,70
12,90,Medium,Medium,8,93,Female,68
20,81,Low,Medium,6,54,Female,63
31,68,Medium,Medium,9,59,Female,69
26,82,Low,Medium,4,94,Male,67
30,91,Medium,High,7,95,Female,75
22,96,Low,Low,5,59,Female,67
27,92,High,High,5,61,Male,74
16,68,Medium,High,8,77,Male,66
16,84,Medium,High,5,53,Male,65
4,73,Low,Medium,5,97,Male,60
27,60,Medium,High,8,68,Female,63
29,68,Low,High,5,74,Male,69
17,65,High,High,9,55,Male,64
18,94,Low,Medium,8,52,Female,68
15,70,Medium,Medium,6,73,Male,63
22,71,Medium,Medium,8,56,Male,65
27,98,Medium,High,4,82,Female,74
10,75,Medium,High,8,90,Male,65
22,60,Medium,Medium,5,52,Female,61
18,71,Medium,High,6,81,Male,66
21,65,Medium,High,6,91,Male,67
23,64,High,Medium,9,72,Male,66
19,63,High,Medium,6,98,Male,69
19,84,Medium,Medium,7,56,Female,65
19,68,High,High,6,66,Female,65
26,74,High,Medium,6,62,Female,66
23,94,Medium,High,5,100,Male,73
21,77,Low,Medium,7,65,Female,64
12,97,Medium,Low,7,69,Female,67
18,80,Medium,Low,8,92,Male,67
25,76,Medium,Low,7,96,Female,68
20,90,Medium,Low,7,97,Male,71
24,63,Medium,Medium,8,78,Male,64
31,64,Medium,Medium,6,83,Female,67
26,86,Medium,Low,5,67,Female,68
21,79,Low,Medium,8,80,Male,67
17,92,Low,Medium,6,65,Male,70
5,97,Medium,Low,7,87,Female,64
19,76,Medium,Medium,6,65,Female,63
18,84,High,High,6,94,Male,71
22,80,Low,Low,4,57,Male,64
19,99,Low,Low,8,79,Male,70
18,93,Medium,High,4,76,Female,70
9,96,Medium,High,9,63,Male,67
14,70,Medium,Medium,9,51,Male,62
23,91,Medium,Medium,6,57,Male,69
30,71,Low,High,9,98,Female,69
19,68,Low,High,10,97,Female,62
22,98,Low,Medium,7,56,Female,70
26,61,Medium,Medium,8,69,Male,66
15,99,High,Medium,7,73,Male,69
22,66,Medium,Low,9,74,Female,65
16,93,Low,High,5,65,Female,66
25,71,High,Medium,7,96,Female,69
21,74,High,Medium,8,95,Female,66
22,69,Low,High,8,51,Female,65
15,83,Medium,Low,7,83,Female,66
24,74,Low,Low,9,54,Female,63
33,86,Low,Medium,7,80,Female,72
14,61,Medium,Medium,7,93,Male,62
18,63,High,High,8,82,Male,64
21,64,Medium,Low,7,73,Female,61
25,77,High,Medium,7,98,Male,70
17,93,Medium,Medium,6,87,Female,67
3,96,High,High,10,62,Male,66
28,70,Medium,Medium,6,69,Male,66
25,83,Low,Medium,8,88,Male,68
10,91,High,High,10,51,Male,67
16,72,Medium,High,5,53,Male,65
29,76,Medium,High,8,93,Male,70
29,81,Medium,Medium,7,52,Female,69
26,65,Medium,Medium,10,84,Male,68
19,61,Medium,Medium,6,66,Male,61
20,66,Medium,High,6,91,Male,65
19,85,High,High,7,92,Female,71
27,63,Medium,High,6,98,Female,66
15,68,Medium,High,6,55,Female,62
15,74,Low,Low,10,71,Male,61
26,63,High,High,7,79,Male,67
20,68,Medium,High,6,96,Female,66
28,96,Low,High,6,63,Female,71
16,61,Medium,High,8,54,Male,62
20,86,Medium,Medium,8,60,Male,67
14,75,Medium,Medium,6,75,Male,64
20,87,Medium,Low,5,84,Male,68
11,84,Medium,Medium,7,85,Female,67
17,69,Medium,Medium,7,54,Male,63
11,94,High,High,6,88,Male,70
24,80,Low,High,9,83,Male,67
24,93,Medium,High,8,70,Female,71
10,76,Medium,Low,7,79,Female,62
28,99,Medium,Medium,6,88,Female,75
35,91,Low,Medium,10,63,Male,72
20,99,Medium,Low,5,97,Female,73
16,81,Low,Medium,6,57,Male,64
37,79,Medium,High,6,95,Male,73
12,90,Medium,Low,7,87,Male,66
20,95,Low,Low,8,83,Female,69
21,99,Medium,Medium,5,54,Male,70
28,73,Medium,High,6,96,Female,70
22,92,High,High,8,65,Male,71
17,68,Low,High,6,87,Male,64
14,82,Medium,High,6,94,Male,71
18,67,High,Medium,7,62,Male,63
14,74,High,High,6,96,Male,68
20,97,Medium,Medium,7,81,Male,71
17,66,Medium,Medium,8,83,Male,65
11,85,High,Medium,7,96,Male,66
28,84,High,High,9,76,Male,72
17,65,High,High,8,72,Male,65
12,73,Low,Medium,7,82,Male,60
19,83,Low,Medium,7,78,Male,67
20,67,Medium,High,10,53,Male,65
10,92,High,Low,6,59,Female,64
22,99,High,High,7,51,Male,72
14,69,High,Medium,6,55,Male,62
30,67,Medium,Medium,8,86,Female,67
23,78,Medium,Medium,10,50,Female,67
18,90,Medium,Medium,7,65,Female,69
16,71,High,High,7,72,Female,65
19,61,Medium,High,7,97,Male,62
24,82,High,Medium,5,66,Male,69
20,98,Medium,High,7,89,Female,72
19,76,Low,High,10,70,Female,63
20,77,High,Medium,8,55,Female,64
16,99,Low,Medium,9,55,Female,67
18,88,Medium,Medium,9,72,Male,70
7,89,High,Low,6,53,Male,64
26,83,Medium,Medium,10,79,Female,69
22,99,High,High,4,75,Female,72
15,88,Medium,Medium,7,85,Female,69
31,96,High,Medium,4,59,Female,75
21,88,Low,Medium,4,80,Male,67
14,89,Medium,Medium,8,59,Male,67
25,72,Medium,Medium,6,86,Female,66
22,72,Medium,Low,9,65,Male,64
22,91,Medium,Low,4,81,Male,68
17,72,High,Medium,7,94,Male,66
23,83,High,Medium,5,74,Male,69
18,70,High,Low,7,60,Male,65
23,93,Medium,Low,9,94,Female,70
9,64,Medium,Low,10,68,Male,57
17,93,Medium,Medium,8,87,Male,69
30,84,High,Low,5,66,Female,70
15,67,Low,Medium,5,65,Male,63
16,82,Medium,Medium,7,82,Female,66
17,71,Medium,Medium,6,58,Male,64
13,73,Medium,High,8,93,Female,65
7,74,High,Medium,10,69,Male,64
19,63,Medium,Low,6,51,Male,62
21,99,High,Medium,6,65,Female,71
20,61,Medium,High,5,89,Female,64
19,86,High,High,7,93,Male,72
20,75,Medium,Medium,7,78,Female,64
26,86,Medium,Low,7,65,Male,71
19,74,Medium,Medium,8,76,Female,68
17,87,Medium,Medium,8,92,Male,68
18,89,Medium,Medium,7,66,Male,68
23,88,Medium,Medium,7,69,Male,69
28,65,Low,Medium,7,77,Male,67
16,86,Medium,Low,7,94,Male,66
21,71,Medium,Medium,6,79,Male,65
22,61,Medium,High,5,60,Male,63
14,77,High,Low,7,54,Male,62
20,77,High,High,6,55,Male,67
11,79,Medium,Medium,8,98,Female,65
9,88,Medium,Medium,7,91,Female,66
22,72,Low,High,7,88,Female,66
18,73,Medium,Medium,8,75,Female,64
21,62,High,Medium,5,84,Female,67
20,87,Medium,Medium,10,56,Female,67
14,83,Low,Low,4,81,Male,61
20,74,Medium,Medium,9,91,Male,66
13,88,High,Medium,7,53,Male,66
